X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,zip,hours,phones,url,info1,info2,description,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y,post_id
-118.329829629217784,33.353701814800814,157248992,LA County Department of Beaches and Harbors,243141,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Hamilton Beach,,,,,,,,http://www.catalinachamber.com/,,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=26436,publish,33.35370185,-118.32982957,2012-01-05T13:39:18.000Z,,,6460926.94712013,1587334.68125123,26436
-118.550730999077246,33.472837825680301,157248995,LA County Department of Beaches and Harbors,247282,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Parsons Landing,,,,,,,,http://www.catalinachamber.com/,,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=25400,publish,33.47283786,-118.55073094,2012-01-05T13:39:42.000Z,,,6393692.76958089,1630989.49190731,25400
-118.531134780020565,33.468814963393044,157248999,LA County Department of Beaches and Harbors,244116,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Johnsons Landing,,,,,,,,http://www.catalinachamber.com/,,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=25408,publish,33.468815,-118.53113472,2012-01-05T13:40:19.000Z,,,6399661.98828547,1629493.23374498,25408
-118.369081075653071,33.405023859289159,157249002,LA County Department of Beaches and Harbors,255391,Arts and Recreation,Beaches and Marinas,,Catalina Island Chamber of Commerce,Button Shell Beach,,,,,,,,http://www.catalinachamber.com/,,,"<a href=""http://www.catalinachamber.com/""> Catalina Island information </a>",http://egis3.lacounty.gov/lms/?p=26450,publish,33.40502389,-118.36908102,2012-01-05T13:40:37.000Z,,,6449006.59136772,1606055.20811456,26450
-118.116176156551475,33.760295067825687,157249005,LA County Department of Beaches and Harbors,1702630,Arts and Recreation,Beaches and Marinas,,Marina Pacifica,Marina Pacifica,,,,,,,,http://marinapacifica.com/default.aspx,,,"<p> <a href=""http://marinapacifica.com/default.aspx""> Marina Pacifica </a> </p>",http://egis3.lacounty.gov/lms/?p=24164,publish,33.7602951,-118.1161761,2012-01-05T13:59:39.000Z,,,6526356.39172031,1735166.31472123,24164
-118.11117585659747,33.752795167371794,157249009,HSIP Freedom Gnis_cultural_fe,1702665,Arts and Recreation,Beaches and Marinas,,US Geological Survey (USGS) & LA County,Long Beach Marina,,,,,,,,,,,"<p> <a href=""http://www.longbeach.gov/park/marine/marinas.asp""> Long Beach Marina </a> </p>",http://egis3.lacounty.gov/lms/?p=24188,publish,33.7527952,-118.1111758,2012-01-05T14:12:28.000Z,,,6527873.30896205,1732435.16303131,24188
-118.281555856002669,33.74102022714299,157249701,211,,Arts and Recreation,Beaches and Marinas,,City of Los Angeles,Port Of Los Angeles,425 S. Palos Verdes St.,,San Pedro,CA,90731,"Monday through Friday, 7:00am to 5:00pm.","TDD (310) 732-3480, Special Events Info. Information Only (800) 831-7678, Public Affairs Service/Intake and Administration (310) 732-3508, Harbor Commission Administrative (310) 732-3444, Security Desk and Main Lobby Service/Intake and Administration (310",www.portoflosangeles.org,,,The Port provides harbor services for the City of Los Angeles.,http://egis3.lacounty.gov/lms/?p=60215,publish,33.74102026,-118.2815558,2013-06-03T12:06:36.000Z,,,6476066.52051547,1728251.1084073,60215
-118.445626455775709,33.97280228717009,157250137,211,,Arts and Recreation,Beaches and Marinas,,,Los Angeles County Department Of Beaches And Harbors,13837 Fiji Way,,Marina del Rey,CA,90292,"Monday through Thursday, 7:00am to 6:00pm. ","Beach Use Permits Service/Intake (310) 305-9543, Visitors Information Line Information Only (310) 305-9545, General Information Information Only (310) 305-9546, Burton Chace Park Service/Intake and Administration (310) 305-9595, Youth Programs Service/Int",beaches.lacounty.gov,,,The department provides beach and park services for Los Angeles County.,http://egis3.lacounty.gov/lms/?p=70307,publish,33.97280232,-118.4456264,2010-11-01T11:50:56.000Z,,,6426556.95483664,1812782.05220598,70307
-118.394593355882876,33.845013527022985,157251024,211,,Arts and Recreation,Beaches and Marinas,,,Seaside Lagoon,200 Portofino Way,,Redondo Beach,CA,90277,"Monday through Sunday, 10:00am to 5:45pm, May 24 through September 5; Saturday and Sunday, September 6 and 7 only. ",Service/Intake (310) 318-0681,www.redondo.org,,,This is the government office for the city of Redondo Beach.,http://egis3.lacounty.gov/lms/?p=70941,publish,33.84501356,-118.3945933,2010-11-01T11:50:56.000Z,,,6441847.48298255,1766212.4517758,70941
-118.196649055996929,33.764947997355954,157251884,211,,Arts and Recreation,Beaches and Marinas,,,"City Of Long Beach Department Of Parks, Recreation And Marine - Long Beach Shoreline Marina And Rainbow Harbor",420 W Shoreline Dr,,Long Beach,CA,90802,"Monday through Sunday, 24 hours per day ","Shoreline Marina Service/Intake and Administration (562) 570-4950, Rainbow Harbor Service/Intake and Administration (562) 570-8636",www.longbeach.gov/park/,,,The Department provides recreational programs for people of all ages in Los Angeles County.,http://egis3.lacounty.gov/lms/?p=71584,publish,33.76494803,-118.196649,2010-11-01T11:50:56.000Z,,,6501898.45572814,1736897.71053664,71584
-118.284602221216275,33.711221273369958,157253311,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,,,,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253312,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,,,,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253313,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,,,Los Angeles,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253314,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,,,Los Angeles,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253315,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,3800 Stephen M. White Drive,,,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253316,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,3800 Stephen M. White Drive,,,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253317,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,3800 Stephen M. White Drive,,Los Angeles,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.284602221216275,33.711221273369958,157253318,LA City Recreation and Parks,,Arts and Recreation,Beaches and Marinas,,LA City Department Recreation and Parks,Cabrillo Beach and Marine Aquarium,3800 Stephen M. White Drive,,Los Angeles,CA,,"Beach is open during daylight hours.

","<p>Aquarium: 310-548-7562  </p>
<p>Visitors Center: 310-305-9545 </p>
<p>Beaches and Harbors: 310-305-9503 </p> ",,"<a href=""http://www.parks.ca.gov""> California State Parks </a>","<a href=""http://watchthewater.org""> Live Beach Webcams </a>","<a href=""http://www.sanpedro.com/sp_point/cbrobch.htm""> Cabrillo Beach </a> is excellent for windsurfing and sailing.

<a href=""http://www.cabrillomarineaquarium.org""> Cabrillo Marine Aquarium </a> is located at 3720 Stephen S. White Drive, San Pedro, CA 90731.

<a href=""http://www.sanpedro.com/index.htm""> City of San Pedro </a>

Cabrillo Beach is managed by the City of Los Angeles.",http://egis3.lacounty.gov/lms/?p=1405,publish,33.71122131,-118.28460217,2014-06-10T12:49:50.000Z,311@lacity.org,,6475109.60543455,1717408.99688947,1405
-118.933396393543177,34.045583376414818,157259969,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,California State Parks,Leo Carillo Beach State Park,,,Malibu,CA,90265,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors 424-526-7777</br>",http://www.parks.ca.gov,"<a href=""http://beaches.lacounty.gov""> Beaches and Harbors </a>",,"<p>Swimming, surfing, windsurfing, fishing, tide pools, overnight camping</p>
<p><a href=""http://www.parks.ca.gov""> California State Parks </a> </p>",http://egis3.lacounty.gov/lms/?p=66241,publish,34.04558341,-118.93339634,2017-07-18T14:54:33.000Z,info@bh.lacounty.gov,,6278914.79834989,1840281.89845289,66241
-118.892090376385624,34.04072938980817,157259973,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,California State Parks,Robert H. Meyer Memorial State Beach,,,Malibu,CA,90265,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 </br>",http://www.parks.ca.gov,"<a href=""http://beaches.lacounty.gov""> Beaches and Harbors </a>",,"Includes El Pescador, La Piedra, and El Matador beaches.

<p><a href=""http://www.parks.ca.gov""> California State Parks </a></p>",http://egis3.lacounty.gov/lms/?p=66234,publish,34.04072942,-118.89209032,2017-07-18T14:56:58.000Z,info@bh.lacounty.gov,,6291411.69560014,1838401.88416831,66234
-118.446157034715966,33.974563915732986,157259976,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Loyola Marymount University Boathouse,Loyola Marymount University Boathouse,13669 Fiji Way,,Marina del Rey,CA,90292,,"<p> LMU Boathouse: 310-338-5466 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://www.lmulions.com/school-bio/boathouse.html,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://www.lmulions.com/school-bio/boathouse.html""> LMU Boathouse </a></p>

",http://egis3.lacounty.gov/lms/?p=66015,publish,33.97456395,-118.44615698,2017-07-18T15:00:14.000Z,info@bh.lacounty.gov,,6426398.93054639,1813423.85341582,66015
-118.44302421421024,33.968602238997825,157259979,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,UCLA Marina Aquatic Center,UCLA Marina Aquatic Center,14001 Fiji Way,,Marina del Rey,CA,90292,,"<p> Marina Aquatic Center: 310-823-0048 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinaaquaticcenter.org/,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://marinaaquaticcenter.org/""> UCLA Marina Aquatic Center </a> </p>
",http://egis3.lacounty.gov/lms/?p=65853,publish,33.96860227,-118.44302416,2017-07-18T15:02:16.000Z,themac@marinaaquaticcenter.org,,6427339.20950572,1811250.09267148,65853
-118.446307237941582,33.972201657471615,157259982,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Pacific Ocean Management,Fisherman's Village,13737 Fiji Way,#C-10,Marina del Rey,CA,90292,,"<p> Pacific Ocean Management: 310-822-6866 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,"<p> Restaurants, shopping, boat rental, party boats</p>

<p> Managed by Pacific Ocean Management </p>",http://egis3.lacounty.gov/lms/?p=65844,publish,33.97220169,-118.44630718,2017-07-18T15:05:48.000Z,info@bh.lacounty.gov,,6426349.57336164,1812564.38827123,65844
-118.443217333465597,33.975502573163098,157259986,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,The Boat Yard,The Boat Yard,13555 Fiji Way,,Marina del Rey ,CA,90292,,"<p> The Boat Yard: 310-823-8964</p>
<p> Visitors Center: 424-526-7900</p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://tbymdr.com/,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://tbymdr.com/""> The Boat Yard </a> </p>
",http://egis3.lacounty.gov/lms/?p=65983,publish,33.97550261,-118.44321728,2017-07-18T15:08:08.000Z,,,6427291.72600488,1813761.50431532,65983
-118.441146668207395,33.980653880277892,157259989,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Pier 44,Pier 44,4635 Admiralty Way`,,Marina del Rey,CA,90292,,"<p> Pier 44: 310-823-4593 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </a>",http://marinadelrey.lacounty.gov,,,<p> Slips and boat storage </p>,http://egis3.lacounty.gov/lms/?p=65975,publish,33.98065391,-118.44114661,2017-07-18T15:14:55.000Z,info@bh.lacounty.gov,,6427927.75229189,1815633.39361614,65975
-118.446092662321377,33.979924353235674,157259992,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Marina del Rey Marina,Marina del Rey Marina (at Marina del Rey Hotel),13534 Bali Way,,Marina del Rey,CA,90292,,"<p> Dockmaster: 310-822-0316 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelreymarina.com/,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://marinadelreymarina.com/""> Marina del Rey Marina </a> </p>

",http://egis3.lacounty.gov/lms/?p=65965,publish,33.97992439,-118.44609261,2017-07-18T15:19:02.000Z,,,6426427.10503072,1815374.52372706,65965
-118.449912126770954,33.981641400840402,157259995,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Del Rey Yacht Club,Del Rey Yacht Club,13900 Palawan Way,,Marina del Rey,CA,90292,,"<p> Del Rey Yacht Club: 310-823-4664 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://www.dryc.org/,"<a href=""http://marinadelrey.lacounty.gov/""> Beaches and Harbors </a>",,"<p> <a href=""http://www.dryc.org/""> Del Rey Yacht Club </a> </p>

",http://egis3.lacounty.gov/lms/?p=65955,publish,33.98164143,-118.44991207,2017-07-18T15:20:50.000Z,officemanager@dryc.org,,6425271.95117305,1816004.54805756,65955
-118.453345354732335,33.981552434854436,157259998,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Mariner's Bay,Mariner's Bay Apartments and Anchorage,14000 Palawan Way,,Marina del Rey,CA,90292,,"<p> Manager: 310-822-2001 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://www.marinersbay.com/,"<a href=""http://marinadelrey.lacounty.gov""> Beaches and Harbors </a>",,"<p> <a href=""http://www.marinersbay.com/""> Mariner's Bay </a></p>
",http://egis3.lacounty.gov/lms/?p=65944,publish,33.98155247,-118.4533453,2017-07-18T15:27:31.000Z,,,6424230.97162773,1815976.84830981,65944
-118.45550185054401,33.979105851832152,157260001,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Holiday Harbor Marina,Holiday Harbor Marina,14025 Panay Way,,Marina del Rey,CA,90292,,"<p> Dockmaster: 310-578-0566 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,<p> Boat slips</p>,http://egis3.lacounty.gov/lms/?p=65936,publish,33.97910588,-118.45550179,2017-07-18T15:29:30.000Z,,,6423573.16290396,1815089.45015022,65936
-118.453109320061472,33.97900798727165,157260004,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Panay Way Marina,Panay Way Marina,13953 Panay Way,,Marina del Rey,CA,90292,,"<p> Dockmaster: 310-578-0566 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,<p> Boat slips </p>,http://egis3.lacounty.gov/lms/?p=65928,publish,33.97900802,-118.45310926,2017-07-18T15:30:35.000Z,,,6424298.35502313,1815050.5571834,65928
-118.451907690311344,33.979025780626735,157260007,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Dophin Marina,Dolphin Marina,13900 Panay Way,,Marina del Rey,CA,90292,,"<p> Manager/Dockmaster: 310-578-6666 </p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,<p> Boat slips</p>,http://egis3.lacounty.gov/lms/?p=65919,publish,33.97902581,-118.45190763,2017-07-18T15:31:38.000Z,info@bh.lacounty.gov,,6424662.68729971,1815055.39247556,65919
-118.454825933356162,33.976445667441915,157260010,LA County Department of Beaches and Harbors,,Arts and Recreation,Beaches and Marinas,,Villa del Mar Marina Apartments,Villa del Mar Marina Apartments,13999 Marquesas Way,,Marina del Rey,CA,90292,,"<p> Manager/Dockmaster: 310-823-4644</p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://marinadelrey.lacounty.gov,,,<p>Boat slips and apartments </p>,http://egis3.lacounty.gov/lms/?p=65907,publish,33.9764457,-118.45482588,2017-07-18T15:32:35.000Z,info@bh.lacounty.gov,,6423773.70285723,1814120.4350279,65907
